ba_id,date,ba_firm_name,ba_inst_type,ba_pricing_region,ba_state,pd_id,pd_prodcode,pd_ownership,pd_promo_status,pd_minterm,pd_maxterm,pd_mintier,pd_maxtier,pd_prodname,pd_statepass,pd_numbcheck,pd_relation,pd_grandfathered,pd_clubacct,pd_cd_ira,pd_inssweep,pd_core,pd_promo,pd_variable,pd_senior,pd_addon,pd_autotransfer,pd_bumprate,pd_callable,pd_coupon_required,pd_direct_deposit,pd_gifts,pd_indexed_rate,pd_new_money_required,pd_no_penalty,pd_stepped_rate,pd_teaser_intro,pd_index_code,pd_notes,pd_iolta,pd_bonus_rate,pd_internetonly,pd_bonus_term,pd_minor_youth,pd_no_bumps,pd_no_np,pd_publicfund,pd_retention,pd_escrow,pd_student,pd_ltd_location,pd_linked_product,pd_hsa,pd_iorebta,pd_hoa,pd_non_profit,pd_pvt_bank,pd_sb_com,pd_debit_card_req,pd_no_debit_trans,pd_bill_pay_req,pd_affinity_grp,pd_estmnt_req,pd_no_bill_pay,pd_hybrid_checking,pr_rate,pr_apy
10040,2017-12-04,Bank of America,B,,SC,226127,C  ,O,O,0.93,2.93,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,226166,C  ,O,O,3.0,5.93,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,226244,C  ,O,O,6.0,11.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,226283,C  ,O,O,12.0,17.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.05,0.05
10040,2017-12-04,Bank of America,B,,SC,226322,C  ,O,O,24.0,35.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.1,0.1
10040,2017-12-04,Bank of America,B,,SC,226361,C  ,O,O,36.0,47.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.55,0.55
10040,2017-12-04,Bank of America,B,,SC,226475,S  ,P,O,,,1,0,Regular Savings,S,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,B,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.01,0.01
10040,2017-12-04,Bank of America,B,,SC,226589,C  ,P,O,6.0,11.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,226626,C  ,P,O,18.0,23.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.07,0.07
10040,2017-12-04,Bank of America,B,,SC,226663,C  ,P,O,18.0,23.0,100,0,Variable IRA,N,N,N,N,N,I,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,226700,C  ,P,O,24.0,35.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.1,0.1
10040,2017-12-04,Bank of America,B,,SC,226737,C  ,P,O,36.0,47.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.55,0.55
10040,2017-12-04,Bank of America,B,,SC,226881,C  ,P,O,12.0,17.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.05,0.05
10040,2017-12-04,Bank of America,B,,SC,226917,C  ,O,O,48.0,59.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.65,0.65
10040,2017-12-04,Bank of America,B,,SC,227025,C  ,O,O,3.0,5.93,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,227061,C  ,O,O,6.0,11.0,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,227097,C  ,O,O,12.0,17.0,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.05,0.05
10040,2017-12-04,Bank of America,B,,SC,227133,C  ,O,O,18.0,23.0,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.07,0.07
10040,2017-12-04,Bank of America,B,,SC,227169,C  ,O,O,24.0,35.0,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.1,0.1
10040,2017-12-04,Bank of America,B,,SC,227205,C  ,O,O,36.0,47.0,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.55,0.55
10040,2017-12-04,Bank of America,B,,SC,227241,C  ,O,O,48.0,59.0,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.65,0.65
10040,2017-12-04,Bank of America,B,,SC,228369,C  ,O,O,0.23,0.9,1000,9999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,228401,C  ,O,O,0.23,0.9,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,228433,C  ,O,O,0.23,0.9,50000,99999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,233556,M  ,B,O,,,10000,24999,Business Investment,N,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,B,N,S,N,,N,N,N,,N,0.02,0.02
10040,2017-12-04,Bank of America,B,,SC,233574,M  ,B,O,,,50000,99999,Business Investment,N,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,B,N,S,N,,N,N,N,,N,0.02,0.02
10040,2017-12-04,Bank of America,B,,SC,233761,C  ,O,O,0.23,0.9,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,233778,C  ,O,O,3.0,5.93,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,233795,C  ,O,O,6.0,11.0,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,233812,C  ,O,O,12.0,17.0,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.05,0.05
10040,2017-12-04,Bank of America,B,,SC,233829,C  ,O,O,18.0,23.0,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.07,0.07
10040,2017-12-04,Bank of America,B,,SC,233846,C  ,O,O,24.0,35.0,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.1,0.1
10040,2017-12-04,Bank of America,B,,SC,233863,C  ,O,O,36.0,47.0,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.55,0.55
10040,2017-12-04,Bank of America,B,,SC,233880,C  ,O,O,48.0,59.0,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.65,0.65
10040,2017-12-04,Bank of America,B,,SC,236160,M  ,P,O,,,1,2499,Money Market IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,238190,M  ,B,O,,,1,9999,Business Investment,N,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,B,N,S,N,,N,N,N,,N,0.02,0.02
10040,2017-12-04,Bank of America,B,,SC,239900,C  ,O,O,60.0,119.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,240722,C  ,O,O,18.0,23.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.07,0.07
10040,2017-12-04,Bank of America,B,,SC,241874,K  ,B,O,,,1,49999,Public Service Trust Account,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,I,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.15,0.15
10040,2017-12-04,Bank of America,B,,SC,242194,K  ,B,O,,,1,49999,Business Interest Checking,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.01,0.01
10040,2017-12-04,Bank of America,B,,SC,242210,K  ,B,O,,,50000,99999,Business Interest Checking,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.01,0.01
10040,2017-12-04,Bank of America,B,,SC,242642,M  ,B,O,,,1,9999,Business Advantage Savings,N,3,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,B,N,S,N,,N,N,N,,N,0.02,0.02
10040,2017-12-04,Bank of America,B,,SC,243089,C  ,O,O,0.93,2.93,1000,9999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243097,C  ,O,O,60.0,119.0,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243105,C  ,O,O,120.0,120.0,1000,9999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243137,C  ,O,O,0.93,2.93,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243145,C  ,O,O,60.0,119.0,1000,9999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243153,C  ,O,O,120.0,120.0,10000,24999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243161,C  ,O,O,0.93,2.93,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243169,C  ,O,O,60.0,119.0,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243177,C  ,O,O,120.0,120.0,25000,49999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243185,C  ,O,O,0.93,2.93,50000,99999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243193,C  ,O,O,60.0,119.0,50000,99999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243201,C  ,O,O,120.0,120.0,50000,99999,,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243217,C  ,O,O,120.0,120.0,100000,499999,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243417,C  ,O,O,0.23,0.9,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243425,C  ,O,O,0.93,2.93,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243433,C  ,O,O,3.0,5.93,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243441,C  ,O,O,6.0,11.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243449,C  ,O,O,12.0,17.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.05,0.05
10040,2017-12-04,Bank of America,B,,SC,243457,C  ,O,O,18.0,23.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.07,0.07
10040,2017-12-04,Bank of America,B,,SC,243465,C  ,O,O,24.0,35.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.1,0.1
10040,2017-12-04,Bank of America,B,,SC,243473,C  ,O,O,36.0,47.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.55,0.55
10040,2017-12-04,Bank of America,B,,SC,243481,C  ,O,O,48.0,59.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.65,0.65
10040,2017-12-04,Bank of America,B,,SC,243489,C  ,O,O,60.0,119.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243497,C  ,O,O,120.0,120.0,500000,0,Jumbo,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,O,N,N,N,N,,N,N,N,N,N,S,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243545,C  ,P,O,48.0,59.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.65,0.65
10040,2017-12-04,Bank of America,B,,SC,243553,C  ,P,O,60.0,119.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243561,C  ,P,O,120.0,120.0,1000,9999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243569,C  ,P,O,6.0,11.0,10000,24999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243577,C  ,P,O,12.0,17.0,10000,24999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.05,0.05
10040,2017-12-04,Bank of America,B,,SC,243585,C  ,P,O,18.0,23.0,10000,24999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.07,0.07
10040,2017-12-04,Bank of America,B,,SC,243593,C  ,P,O,24.0,35.0,10000,24999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.1,0.1
10040,2017-12-04,Bank of America,B,,SC,243601,C  ,P,O,36.0,47.0,10000,24999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.55,0.55
10040,2017-12-04,Bank of America,B,,SC,243609,C  ,P,O,48.0,59.0,10000,24999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.65,0.65
10040,2017-12-04,Bank of America,B,,SC,243617,C  ,P,O,60.0,119.0,10000,24999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243625,C  ,P,O,120.0,120.0,10000,24999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243633,C  ,P,O,6.0,11.0,25000,49999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.03,0.03
10040,2017-12-04,Bank of America,B,,SC,243641,C  ,P,O,12.0,17.0,25000,49999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.05,0.05
10040,2017-12-04,Bank of America,B,,SC,243649,C  ,P,O,18.0,23.0,25000,49999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.07,0.07
10040,2017-12-04,Bank of America,B,,SC,243657,C  ,P,O,24.0,35.0,25000,49999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.1,0.1
10040,2017-12-04,Bank of America,B,,SC,243665,C  ,P,O,36.0,47.0,25000,49999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.55,0.55
10040,2017-12-04,Bank of America,B,,SC,243673,C  ,P,O,48.0,59.0,25000,49999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.65,0.65
10040,2017-12-04,Bank of America,B,,SC,243681,C  ,P,O,60.0,119.0,25000,49999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.75,0.75
10040,2017-12-04,Bank of America,B,,SC,243689,C  ,P,O,120.0,120.0,25000,49999,Fixed IRA,N,N,N,N,N,I,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NONE,,N,N,N,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,,N,N,N,,N,0.75,0.75
